1	344.65891872
2	344.66459510
1	344.79570564
1	344.86407804
1	344.90081694
1	344.96219126
1	345.01318368
2	345.06668020
1	345.10881336
1	345.16578014
2	345.17817540
1	345.21714190
1	345.34133992
2	345.35401482
2	345.39884454
1	345.39983982
2	345.43063432
2	345.43739574
2	345.49809772
2	345.50287044
2	345.53887654
2	345.54875040
1	345.56085330
2	345.61518972
2	345.63965102
1	345.73597620
2	345.77693024
2	345.83043258
1	345.84263358
1	345.91302652
1	345.94297450
2	345.99030988
2	345.99401432
1	346.06056678
1	346.06901730
2	346.13906074
2	346.29830074
1	346.36278240
1	346.37559106
1	346.48930594
1	346.50091188
1	346.52427430
2	346.52540726
2	346.56431724
2	346.58794212
1	346.59944352
1	346.69175562
1	346.70356146
2	346.76886172
1	346.77126506
2	346.77684468
2	346.80291688
1	346.89975136
1	346.91849986
2	346.95829624
2	347.02193728
1	347.11620144
1	347.12173974
2	347.12752098
2	347.25967904
1	347.34846768
2	347.42803546
2	347.43579946
2	347.48691450
2	347.52448572
1	347.54085552
2	347.56880004
2	347.58469540
1	347.60032400
1	347.64240290
1	347.69591886
1	347.75278636
2	347.77139768
1	347.80144230
1	347.84721760
2	347.84890096
1	347.86312064
1	347.86861114
2	347.86891878
1	347.89796926
1	347.92362962
2	347.93387854
2	347.93403804
2	347.98627082
2	348.00035862
1	348.00064522
1	348.00592824
1	348.06480384
1	348.07800892
2	348.09915606
2	348.14065502
1	348.14409140
2	348.16823680
1	348.17375230
2	348.18161542
1	348.31730082
2	348.34317808
1	348.34724904
1	348.36855042
2	348.39141814
2	348.46841258
2	348.52413684
2	348.73714470
2	348.82614366
2	348.83457948
2	348.92754340
1	348.92859536
1	348.97378508
2	349.01273108
1	349.02005606
2	349.02111930
2	349.09313294
1	349.11246276
2	349.22832734
1	349.24077022
1	349.34919618
1	349.47983900
2	349.55894846
2	349.58914256
2	349.72669646
1	349.75135512
1	349.86580340
1	349.99425292
1	350.01664402
1	350.01738244
2	350.08158894
2	350.10390360
1	350.15087490
2	350.25508696
1	350.33774794
2	350.47478964
1	350.50679364
2	350.57682676
2	350.67118928
1	350.67512580
2	350.69610808
2	350.72577574
2	350.74766708
2	350.75421266
1	350.80067656
1	350.84285508
1	350.98548126
2	351.03166804
2	351.05328772
1	351.06818910
2	351.07440044
1	351.09626872
2	351.17992424
1	351.18336048
2	351.21368438
1	351.27895488
2	351.29532334
2	351.42464032
2	351.42732158
1	351.48985594
2	351.54209926
1	351.58822428
1	351.60149772
1	351.72471064
2	351.74390852
1	351.79937448
2	351.85469306
1	351.85473264
1	351.91957646
2	351.99024856
1	352.01344158
1	352.02345688
1	352.06771926
1	352.19656774
2	352.31735298
2	352.35177436
2	352.36467972
2	352.41434050
2	352.44328400
2	352.45332340
1	352.45959072
1	352.46654126
1	352.59403856
2	352.68186702
1	352.68798606
1	352.77841528
2	352.78048498
2	352.82681484
1	352.87721276
2	352.90391606
2	352.92617342
1	352.99294838
2	353.02220048
2	353.03436412
1	353.04284186
1	353.21258228
2	353.25134406
2	353.34919406
1	353.46885906
1	353.63171336
1	353.65594328
2	353.65720252
1	353.70942182
2	353.71010960
2	354.02617826
1	354.04790332
1	354.07807292
2	354.11528932
1	354.27678876
1	354.37339262
1	354.39117328
2	354.47553530
1	354.47794522
2	354.50996750
1	354.56406272
2	354.58354166
2	354.63284254
1	354.75848788
2	354.84997708
1	354.88025618
1	354.90431120
1	355.23666300
2	355.26110044
2	355.26818738
2	355.33457886
1	355.34884684
2	355.42265736
1	355.47462826
1	355.50562602
2	355.58642012
1	355.68050448
2	355.68175660
2	355.71670756
1	355.77528436
1	355.78109108
1	355.92919334
1	355.93657224
2	355.93710560
1	355.99394834
2	356.04920860
1	356.07168020
2	356.12323460
1	356.18089508
1	356.25569238
2	356.25970346
1	356.27378892
2	356.31680994
2	356.33161112
2	356.33650344
1	356.35355444
1	356.38039444
2	356.45455242
1	356.57133916
1	356.61422472
1	356.65181334
2	356.79756334
2	356.81463414
1	356.82464088
2	356.84159286
1	356.85831328
2	356.89423942
1	356.92479826
2	356.94014370
2	356.96149180
2	357.01511894
2	357.12257482
1	357.18719612
1	357.25571194
1	357.32538866
2	357.37239672
1	357.47233540
2	357.47790518
2	357.51830732
2	357.53537074
1	357.57743962
1	357.59385094
2	357.59590760
2	357.60256118
1	357.63340956
1	357.70460166
1	357.78084146
1	357.80814506
2	357.84461034
1	357.85735688
2	357.88289262
1	357.96334492
1	358.02537226
1	358.14229036
1	358.47140496
1	358.48414184
1	358.62336712
1	358.63317000
1	358.68023208
2	358.69963822
1	358.72912840
1	358.78492298
1	358.86467666
1	358.87528946
2	358.91584466
1	358.96085608
1	358.96607528
1	358.99574112
1	359.00753242
2	359.05819642
2	359.08110508
1	359.14411402
1	359.18132096
2	359.19690308
1	359.21457910
2	359.22388008
2	359.40184942
2	359.52345088
2	359.56927398
1	359.58389790
1	359.68550338
1	359.75775644
1	359.77804008
2	359.79559366
1	359.81026658
1	359.81404512
1	359.81506802
2	359.85288142
1	359.94388214
2	359.94940700
2	359.97569984
1	359.99298818
2	360.02838760
1	360.02964324
1	360.06668174
1	360.10483714
1	360.14039974
2	360.16053406
1	360.18785544
2	360.20636410
2	360.21130290
2	360.31231550
1	360.47042960
1	360.47123276
2	360.57217590
